"Gene.Name","EV-R1","EV-R2","EV-R3","KO-R1","KO-R2","KO-R3"
"ACBD3-AS1",3,2,0,0,1,0
"ACBD3",19,11,18,14,18,18
"LIN9",10,7,12,10,7,8
"PARP1",169,146,138,86,144,115
"COQ8A",1,1,1,3,1,2
"CDC42BPA",4,4,8,3,6,4
"CDC42BPA",48,28,39,31,21,24
"CDC42BPA",1,1,0,0,0,0
"ZNF678",44,36,41,35,28,26
"JMJD4",33,27,36,21,26,19
"ARF1",46,52,40,45,42,47
"C1orf35",42,41,39,34,46,42
"MRPL55",41,38,47,36,41,37
"GUK1",11,14,12,16,18,14
"IBA57",23,12,25,5,11,17
"TRIM11",31,14,22,9,13,22
"RNF187",19,5,11,5,18,7
"RNA5S17",0,0,0,0,0,0
"RHOU",86,62,73,47,52,71
"RHOU",1,0,0,0,1,0
"RHOU",0,0,0,0,0,0
"RHOU",0,1,4,0,3,2
"RHOU",0,0,1,0,0,0
"RHOU",0,0,0,0,0,1
"MIR4454",2,2,4,3,3,1
"MIR4454",0,0,0,0,0,1
"MIR4454",1,0,1,0,0,1
"MIR4454",1,0,1,1,0,0
"LOC105373159",108,76,82,58,65,45
"ABCB10",0,0,1,0,0,0
"TAF5L",15,8,25,15,19,11
"GALNT2",9,7,8,7,5,6
"GALNT2",4,7,3,5,3,10
"GALNT2",4,4,4,5,5,8
"KDM1A",94,60,50,35,40,34
"PGBD5",1,1,0,0,0,0
"COG2",58,56,53,53,56,44
"AGT",557,557,532,442,418,390
"AGT",43,36,35,24,23,19
"AGT",75,89,77,54,77,56
"AGT",0,1,0,0,0,1
"CAPN9",0,1,1,0,2,0
"C1orf198",12,9,11,6,6,8
"ARV1",7,6,5,8,13,10
"FAM89A",38,21,38,16,35,22
"FAM89A",0,1,0,3,2,1
"TRIM67",0,0,0,0,1,0
"LOC149373",0,0,0,0,0,0
"C1orf131",8,8,12,6,4,9
"C1orf131",7,16,10,17,8,15
"GNPAT",219,180,177,170,176,168
"EXOC8",12,17,13,11,15,12
"EGLN1",11,16,5,10,6,8
"EGLN1",17,16,22,21,21,16
"TSNAX",119,97,120,92,116,92
"DISC2",6,7,3,4,5,2
"LINC01745",0,0,1,0,0,0
"MAP10",8,5,6,35,56,32
"NTPCR",11,6,12,11,14,5
"NTPCR",4,3,17,7,5,2
"PCNX2",37,35,32,15,9,13
"MAP3K21",0,0,0,0,0,0
"HNRNPR",6,11,12,6,9,4
"KCNK1",1,0,0,0,0,0
"ZNF436",7,9,11,4,2,2
"COA6",136,103,107,164,134,131
"TARBP1",11,9,15,11,5,8
"LINC01354",2,1,3,2,3,1
"LINC01354",0,0,0,0,0,0
"IRF2BP2",5,6,8,1,5,3
"IRF2BP2",35,24,21,29,24,29
"IRF2BP2",1,1,2,2,2,4
"LINC00184",2,5,2,2,1,1
"LOC101927787",0,2,3,1,2,0
"LOC101927787",1,0,0,1,2,0
"LINC01132",3,1,1,0,0,0
"LINC01132",0,0,1,0,0,2
"LINC01132",0,1,2,0,5,0
"PP2672",0,2,0,0,0,0
"PP2672",0,1,1,0,0,0
"PP2672",0,0,0,1,0,0
"PP2672",0,0,0,0,0,0
"LOC101927851",2,2,1,0,2,0
"LOC101927851",13,5,13,12,10,10
"LOC101927851",4,3,1,4,3,3
"LOC101927851",1,0,0,1,1,0
"LOC101927851",0,0,0,0,0,1
"LOC101927851",0,0,0,2,0,0
"LOC101927851",1,1,1,1,0,1
"LINC01348",0,4,2,1,1,0
"LINC01348",14,7,8,5,11,4
"LINC01348",1,2,1,1,1,0
"TOMM20",135,120,111,134,149,102
"TOMM20",16,22,19,17,8,13
"RBM34",32,35,40,62,41,35
"GGPS1",3,6,5,6,5,5
"TBCE",6,2,6,8,11,15
"TBCE",9,4,5,8,4,11
"B3GALNT2",5,3,1,2,3,2
"ID3",146,107,121,120,144,141
"ID3",0,0,0,1,1,0
"LYST",0,0,0,2,1,2
"NID1",7,5,11,6,9,8
"LGALS8",0,0,1,0,1,0
"LGALS8",0,0,0,1,1,0
"LGALS8",0,0,0,0,0,0
"LGALS8",84,49,79,87,67,48
"HEATR1",28,16,27,23,26,25
"MTR",15,13,23,11,11,9
"MTR",2,6,4,7,6,4
"RPL11",16,10,11,8,6,11
"ELOA",17,22,19,17,21,13
"LYPLA2",26,18,19,19,16,12
"GALE",39,39,43,20,22,18
"HMGCL",20,16,14,14,16,11
"LINC01139",1,0,0,0,0,1
"MORN1",6,6,9,5,6,9
"PNRC2",50,45,39,26,27,18
"SRSF10",99,93,91,64,63,64
"SRSF10",0,0,0,1,0,0
"SRSF10",1,0,0,0,0,0
"SRSF10",0,0,0,1,1,1
"PEX10",3,3,3,0,1,2
"FH",134,120,116,115,122,113
"KMO",1,0,0,0,3,0
"CHML",19,17,17,23,17,21
"OPN3",30,7,24,17,31,19
"EXO1",19,20,16,20,6,5
"PLD5",3,10,9,21,5,10
"PLD5",22,23,23,16,14,26
"PLD5",37,42,37,58,35,51
"PLD5",12,1,9,7,7,12
"PLD5",0,0,0,0,1,0
"PLD5",0,0,0,0,0,0
"ADSS",2,1,5,2,3,0
"CATSPERE",4,1,3,3,2,2
"DESI2",1,0,0,0,0,0
"COX20",19,17,16,17,8,8
"HNRNPU",1870,1801,1438,1275,1406,1218
"LOC101928068",10,6,10,4,8,6
"LOC101928068",9,5,4,6,1,8
"KIF26B-AS1",2,3,5,7,3,3
"SMYD3",3,1,1,2,3,4
"SRRM1",3,4,3,4,5,4
"CNST",20,13,10,8,15,18
"CNST",10,3,7,10,2,6
"CNST",3,1,6,1,4,4
"SCCPDH",252,196,234,196,179,177
"AHCTF1",14,19,14,13,11,12
"ZNF695",24,17,9,12,24,19
"ZNF670-ZNF695",32,14,13,15,22,20
"ZNF669",17,17,10,13,14,9
"C1orf229",3,2,8,3,4,5
"MIR3916",58,52,45,51,46,42
"ZNF496",17,5,18,9,5,9
"OR2T29",0,0,0,0,0,0
"OR2T34",0,0,0,0,0,0
"OR2T35",0,0,0,0,0,0
"SH3BP5L",16,10,7,12,6,6
"ZNF672",17,22,29,16,20,12
"ZNF692",10,11,9,14,7,9
"ZNF692",1,2,2,3,1,2
"PGBD2",0,1,2,1,1,1
"RSRP1",10,19,9,14,8,8
"MACO1",3,5,2,2,2,4
"STMN1",15,5,6,2,6,6
"PDIK1L",6,5,2,3,4,2
"ZNF593",54,62,53,42,47,45
"CRYBG2",13,11,5,8,6,10
"CRYBG2",6,7,4,9,3,2
"HMGN2",298,277,287,205,208,180
"HMGN2",4,7,6,1,2,6
"MMEL1",0,0,0,0,0,0
"MIR1976",6,2,3,5,6,4
"MMEL1",0,0,0,0,0,0
"MMEL1",0,0,0,0,0,0
"LOC101928728",4,7,4,7,7,1
"ARID1A",13,6,5,7,9,4
"MMEL1",0,0,0,0,0,0
"MMEL1",0,0,0,0,0,0
"MMEL1",0,0,0,0,0,0
"PIGV",4,4,9,2,5,6
"MMEL1",0,0,0,0,0,0
"GPN2",72,59,62,45,40,37
"NR0B2",1,0,3,0,0,2
"NUDC",177,167,135,76,95,68
"MMEL1",0,0,0,0,0,0
"TRNP1",3,2,3,2,3,2
"TMEM222",36,23,24,14,19,6
"WASF2",25,20,18,11,14,10
"WASF2",8,7,5,4,3,1
"AHDC1",1,1,1,0,0,2
"AHDC1",1,3,2,2,1,2
"TTC34",0,0,0,0,0,0
"PPP1R8",34,31,32,18,31,11
"DNAJC8",83,74,86,52,53,38
"MED18",20,10,13,8,13,7
"PHACTR4",16,7,11,13,6,11
"SNORA73B",69,59,67,49,47,51
"RCC1",9,12,11,9,7,8
"RNU11",293,284,281,369,418,400
"GMEB1",4,12,5,3,5,1
"YTHDF2",175,179,151,98,127,105
"EPB41",2,0,0,0,1,0
"EPB41",20,14,22,18,18,21
"TMEM200B",2,3,2,3,2,1
"TMEM200B",7,16,10,9,6,2
"SRSF4",6,5,2,4,2,3
"PRDM16",5,3,3,3,3,1
"SDC3",9,2,7,2,1,2
"PUM1",7,4,3,2,5,5
"MIR4251",11,5,9,2,4,6
"NKAIN1",0,0,0,2,0,0
"SNRNP40",74,76,73,69,76,49
"SERINC2",13,8,16,4,5,4
"SERINC2",2,1,2,0,0,0
"TINAGL1",4,4,0,1,1,1
"PEF1",2,4,5,6,1,0
"COL16A1",1,0,0,0,0,0
"PTP4A2",31,13,17,17,20,17
"PTP4A2",0,3,0,0,2,1
"KHDRBS1",105,136,84,37,55,64
"KPNA6",6,14,8,11,8,5
"TXLNA",7,5,5,12,6,10
"MIR4251",1,5,5,0,3,1
"HDAC1",57,41,43,33,35,33
"MARCKSL1",577,429,374,225,264,238
"FAM229A",3,1,2,0,5,1
"MIR4251",7,5,8,2,2,4
"RBBP4",84,71,70,40,52,61
"KIAA1522",10,9,12,7,6,8
"KIAA1522",54,34,34,18,14,21
"KIAA1522",11,8,11,8,12,7
"S100PBP",7,2,13,2,6,2
"PHC2",21,12,15,10,9,4
"PHC2",11,19,11,12,4,9
"ARHGEF16",8,5,7,4,2,1
"ARHGEF16",6,1,6,1,1,0
"TMEM35B",3,11,10,5,4,7
"SFPQ",179,209,185,135,104,152
"SFPQ",369,324,312,200,201,175
"ZMYM4",22,15,17,12,16,19
"KIAA0319L",56,49,54,30,36,38
"PSMB2",662,613,522,385,444,436
"CLSPN",19,26,17,16,13,19
"AGO3",20,12,20,12,6,13
"ADPRHL2",17,3,2,10,13,7
"TRAPPC3",0,1,2,2,1,0
"THRAP3",17,16,21,16,8,12
"SH3D21",8,11,5,6,6,7
"STK40",8,9,11,11,5,2
"STK40",5,3,3,0,2,4
"MRPS15",111,93,128,80,65,47
"CSF3R",0,0,0,0,1,0
"ZC3H12A",3,0,4,1,2,1
"MEAF6",52,57,68,42,35,26
"SNIP1",40,47,34,30,30,28
"SNIP1",26,22,20,14,16,18
"YRDC",126,82,108,95,76,56
"MTF1",4,1,4,5,5,2
"FHL3",10,23,13,7,10,6
"AKIRIN1",33,19,21,11,23,14
"LINC01134",13,11,15,14,16,12
"NDUFS5",61,70,49,49,62,49
"MACF1",62,36,40,20,15,15
"MACF1",7,5,12,12,7,3
"MACF1",6,6,13,9,5,4
"KIAA0754",4,4,0,5,0,1
"RLF",44,40,42,32,19,19
"ZMPSTE24",3,14,15,7,7,6
"SMAP2",2,5,1,4,6,4
"NFYC",46,41,37,34,43,44
"NFYC",11,7,5,12,6,1
"CTPS1",18,29,21,26,19,18
"SCMH1",6,5,6,5,5,2
"FOXJ3",38,21,25,21,25,23
"PPCS",39,38,37,21,27,21
"YBX1",75,64,50,45,51,31
"C1orf50",8,2,9,7,8,2
"ERMAP",32,37,33,23,11,22
"EBNA1BP2",2,4,4,2,1,1
"C1orf210",8,13,9,4,4,5
"CDC20",3,2,1,4,4,0
"ELOVL1",30,29,30,23,17,11
"HYI",21,19,25,10,17,9
"HYI",2,1,1,1,1,0
"PTPRF",0,0,1,0,1,1
"KDM4A",5,5,5,9,3,7
"ST3GAL3",6,5,5,4,4,5
"IPO13",0,0,2,0,2,0
"ATP6V0B",148,136,151,87,140,110
"B4GALT2",8,4,10,2,2,3
"SNORA110",6,5,0,2,3,4
"RNF220",2,0,3,0,1,0
"MIR5584",10,2,6,2,0,2
"SNORD145",102,82,73,54,56,39
"ARMH1",0,0,1,1,0,0
"RNU5D-1",79,85,70,154,200,178
"RPS8",23,24,20,19,22,18
"TCTEX1D4",10,4,10,4,2,4
"BTBD19",17,13,21,12,2,4
"BTBD19",102,65,67,110,142,107
"LINC01144",2,1,2,0,2,3
"MUTYH",19,17,23,12,7,15
"PRDX1",65,48,63,68,74,43
"AKR1A1",20,24,21,8,14,9
"GPBP1L1",14,13,9,6,9,15
"IPP",10,8,7,4,3,4
"MAST2",2,1,3,4,3,0
"MAST2",9,4,13,4,4,5
"PIK3R3",1,1,1,1,0,2
"UQCRH",41,38,35,24,28,35
"NSUN4",41,36,34,24,19,21
"CMPK1",10,17,14,10,10,6
"LINC01389",0,0,0,0,0,0
"ELAVL4",0,0,0,0,0,0
"FAF1",13,5,10,4,2,2
"CDKN2C",1,2,4,1,1,1
"CDKN2C",0,0,1,3,3,2
"RNF11",5,1,4,1,7,1
"EPS15",3,0,1,0,1,2
"OSBPL9",24,27,26,26,10,20
"NRDC",30,32,33,30,25,29
"RAB3B",5,2,5,6,3,9
"KTI12",32,28,42,20,19,19
"TXNDC12",18,31,30,19,10,18
"ZFYVE9",12,9,7,10,8,3
"CC2D1B",7,4,8,4,5,6
"ORC1",50,50,68,41,46,35
"TUT4",0,0,0,0,0,0
"SLC1A7",2,0,0,1,0,0
"CPT2",0,0,0,0,0,1
"CZIB",51,46,46,38,38,21
"NDC1",8,12,8,5,7,8
"MRPL37",112,99,102,92,84,75
"ACOT11",3,2,8,1,2,3
"DHCR24",33,29,23,33,28,18
"DHCR24",21,24,22,11,22,32
"USP24",36,15,20,13,15,24
"LINC01767",8,6,7,5,2,3
"PLPP3",12,7,14,10,7,9
"PLPP3",13,7,12,9,4,12
"PLPP3",102,84,93,51,34,27
"LOC101929935",57,69,56,28,30,22
"LOC101929935",51,52,50,25,33,25
"FYB2",4,6,3,4,4,3
"FYB2",2,3,2,0,3,1
"FYB2",1,1,0,0,0,0
"C8A",2,2,1,1,3,5
"DAB1",1,0,1,2,0,0
"OMA1",1,0,1,0,0,0
"MYSM1",3,6,3,0,0,2
"JUN",18,15,14,7,7,3
"LINC01135",20,12,13,4,11,4
"LINC01135",1,0,0,2,1,0
"LINC01358",5,4,2,0,1,2
"NPHP4",0,2,1,2,0,2
"HOOK1",9,1,8,3,2,6
"NFIA",1,0,0,0,0,1
"NFIA",0,1,0,0,0,2
"NFIA",50,35,39,28,29,23
"NFIA-AS1",37,23,41,22,20,30
"NFIA-AS1",12,10,14,7,7,12
"NFIA-AS1",20,13,11,6,8,5
"TM2D1",80,85,71,37,45,45
"PATJ",11,10,8,6,5,6
"RPL22",23,9,13,19,18,16
"KANK4",1,0,0,3,0,1
"USP1",17,21,14,15,15,15
"ANGPTL3",18,10,14,15,11,15
"PGM1",2,1,2,4,1,0
"JAK1",7,0,2,4,2,1
"PLEKHG5",2,6,5,0,0,0
"JAK1",6,1,6,8,3,2
"JAK1",26,23,23,25,24,22
"LINC01359",0,2,2,1,1,1
"LEPR",0,0,0,0,0,0
"KLHL21",6,5,5,3,4,0
"PHF13",0,1,2,0,0,0
"PHF13",8,8,7,3,10,7
"MIER1",22,18,25,12,17,13
"DNAJC11",19,17,15,5,16,11
"SLC35D1",28,17,23,25,41,33
"SERBP1",94,106,78,59,81,61
"MIR1262",8,6,4,0,0,2
"LINC01758",0,0,0,0,0,0
"LINC01758",0,0,0,0,0,0
"LRRC40",48,38,29,28,22,20
"SRSF11",28,38,28,17,26,25
"ANKRD13C",32,32,35,21,18,14
"LINC01788",0,0,0,0,0,0
"LINC01788",1,1,0,0,0,0
"ZRANB2-AS2",1,2,1,0,2,2
"TYW3",101,94,84,65,58,62
"ZZZ3",20,24,17,20,18,14
"NEXN",8,5,8,6,2,7
"FUBP1",14,11,11,5,18,7
"ERRFI1",2,0,3,0,1,0
"LINC01781",0,0,0,1,0,1
"ERRFI1",0,0,0,0,1,1
"LINC01714",1,3,1,1,0,1
"ADGRL2",0,0,0,0,0,0
"ADGRL2",242,222,212,108,123,108
"LINC01714",0,0,0,0,0,0
"LINC01361",0,0,0,0,0,0
"RERE",5,10,6,4,0,4
"SPATA1",260,205,161,93,121,132
"SSX2IP",8,4,2,1,5,1
"SYDE2",16,10,14,8,6,6
"BCL10",5,7,6,2,2,6
"DDAH1",24,16,16,22,12,15
"CCN1",38,26,19,14,19,20
"CCN1",4,2,3,0,3,2
"SNORD128",14,9,26,9,7,11
"SNORD128",8,11,9,8,4,5
"SH3GLB1",49,40,42,35,38,32
"SH3GLB1",0,0,0,0,0,0
"SH3GLB1",1,0,0,0,0,0
"SELENOF",2,8,7,9,9,9
"RERE",9,5,4,7,3,5
"LMO4",1,1,1,1,1,3
"LMO4",1,2,4,3,5,6
"LINC01364",2,5,5,1,3,1
"LINC01364",0,2,2,0,1,1
"PKN2",0,0,0,0,1,0
"PKN2",15,17,10,4,9,10
"ENO1-AS1",994,923,940,567,794,576
"GTF2B",18,16,22,9,24,15
"LRRC8D",6,4,4,7,4,7
"LRRC8D",15,8,6,9,2,8
"GEMIN8P4",5,2,4,3,1,1
"ZNF326",45,37,42,36,26,38
"ZNF644",32,21,27,21,25,26
"MIR34A",10,14,21,7,2,10
"H6PD",27,11,20,9,12,16
"H6PD",1,2,3,2,3,1
"RPL5",225,198,217,186,216,151
"MTF2",26,38,40,19,17,19
"TMED5",94,71,60,62,59,74
"CCDC18-AS1",5,7,6,11,3,9
"CCDC18-AS1",7,8,12,7,12,8
"FNBP1L",148,114,153,66,80,72
"BCAR3",5,5,7,8,12,6
"LOC100129046",20,14,13,12,7,14
"BCAR3",4,3,4,0,3,7
"MIG7",0,0,0,0,0,0
"BCAR3",1,2,2,0,3,0
"DNTTIP2",11,22,9,22,18,10
"GCLM",5,8,11,11,17,21
"ABCA4",2,1,0,0,1,1
"ABCA4",1,1,1,0,1,2
"SAMD11",1,4,7,6,5,3
"ARHGAP29",16,11,5,6,9,7
"ARHGAP29",5,2,6,6,4,4
"ARHGAP29",2,1,1,0,2,4
"LINC02606",1,1,0,2,1,0
"LINC02606",0,2,1,0,1,1
"ABCD3",206,191,175,128,139,136
"ABCD3",44,45,42,34,36,40
"F3",1,4,5,3,7,2
"MIR378G",3,6,6,5,1,3
"SLC44A3",6,13,4,3,3,4
"CNN3",505,461,438,208,247,174
"ALG14",5,3,4,5,6,4
"ALG14",56,56,47,42,39,32
"TLCD4",117,68,97,67,84,65
"KLHL17",8,3,7,0,1,5
"PTBP2",16,11,12,5,10,6
"DPYD",20,17,5,15,18,15
"LINC01776",0,0,0,1,0,0
"LINC01776",1,1,1,1,0,0
"SNX7",55,42,24,29,34,23
"PLPPR5",0,0,0,0,0,0
"PLPPR4",0,1,1,1,3,0
"NMNAT1",129,122,153,102,112,74
"LINC01708",3,1,4,1,1,1
"PALMD",62,48,58,44,40,31
"FRRS1",13,13,3,12,4,11
"AGL",30,31,16,15,8,7
"CPN1",0,1,0,1,0,1
"ERLIN1",6,4,6,3,3,3
"SCD",18,11,14,5,12,4
"OLMALINC",0,0,0,0,1,0
"OLMALINC",7,5,7,1,6,1
"SLF2",56,53,56,25,34,30
"SEMA4G",15,7,10,10,13,14
"SEMA4G",17,10,6,7,5,6
"MRPL43",94,97,85,71,75,73
"LZTS2",7,10,11,9,9,5
"KAZALD1",2,3,2,3,4,1
"FBXW4",17,24,14,5,12,10
"OGA",4,5,5,3,5,4
"ARMH3",4,5,0,1,4,4
"LDB1",9,7,5,7,2,1
"LDB1",4,2,9,0,1,1
"PPRC1",18,19,17,21,17,12
"RPARP-AS1",15,20,10,19,12,8
"TRIM8",3,3,1,2,1,3
"WBP1L",5,4,3,2,1,0
"AS3MT",69,56,54,38,39,38
"NT5C2",54,52,65,24,17,19
"NT5C2",3,0,3,1,1,3
"NT5C2",1,0,2,0,0,0
"RPEL1",1,0,0,1,0,0
"PCGF6",61,44,52,44,36,32
"PDCD11",30,26,27,23,20,15
"SH3PXD2A-AS1",9,3,6,5,3,5
"SH3PXD2A",8,4,4,6,3,4
"GSTO1",532,490,478,446,504,450
"IDI1",18,21,19,16,18,10
"IDI1",8,13,9,4,12,7
"LINC02624",0,0,1,0,1,1
"ADD3",4,2,3,1,1,1
"ADD3",74,59,73,32,34,31
"SMNDC1",11,10,8,8,8,9
"SMC3",3,2,4,0,3,2
"PDCD4-AS1",0,1,0,1,0,1
"PDCD4",14,12,14,16,16,17
"TECTB",0,0,1,0,0,0
"MIR4295",12,7,24,15,12,16
"LOC103344931",13,9,10,15,6,12
"TCF7L2",3,0,0,0,0,0
"TCF7L2",23,8,11,7,7,9
"TCF7L2",9,15,8,10,8,18
"HABP2",0,0,0,0,1,0
"CASP7",6,9,11,3,3,9
"NHLRC2",109,79,95,52,81,61
"ABLIM1",0,4,0,1,0,1
"FAM160B1",20,6,10,17,17,3
"TRUB1",75,67,58,56,44,48
"USP6NL",25,16,22,16,13,21
"SHTN1",33,51,35,44,37,40
"ECHDC3",1,2,0,1,0,1
"PDZD8",38,24,38,43,34,36
"PDZD8",33,31,27,27,18,25
"PDZD8",43,35,32,29,22,14
"ECHDC3",147,59,79,41,55,63
"RAB11FIP2",4,3,3,0,1,4
"PROSER2",11,9,9,8,3,10
"CACUL1",13,19,14,8,5,5
"PROSER2-AS1",1,2,0,0,0,1
"PROSER2-AS1",1,2,1,0,0,0
"EIF3A",227,205,208,166,151,174
"DENND10",2,2,5,3,5,1
"DENND10",7,3,7,8,7,9
"GRK5",1,2,5,1,1,1
"GRK5",0,1,2,0,1,1
"MIR4681",1,1,1,0,1,0
"RGS10",1,1,0,0,1,0
"TIAL1",3,4,7,8,3,4
"BAG3",35,19,21,17,24,18
"INPP5F",1,0,2,0,0,0
"INPP5F",1,3,4,2,1,1
"MCMBP",15,6,7,8,9,7
"UPF2",3,3,2,2,0,0
"FGFR2",0,1,0,1,1,1
"FGFR2",9,8,6,8,7,7
"FGFR2",8,5,12,1,5,5
"ATE1",16,9,9,11,7,12
"NUDT5",155,113,114,81,99,93
"NSMCE4A",60,37,46,21,27,23
"TACC2",15,7,6,11,7,6
"BTBD16",5,4,3,4,2,2
"PLEKHA1",8,4,7,1,2,0
"LHPP",14,7,12,8,6,11
"FAM53B",3,0,2,0,0,0
"EEF1AKMT2",33,30,25,22,24,18
"ABRAXAS2",0,0,2,0,0,1
"ZRANB1",19,21,23,15,17,20
"UROS",3,5,1,3,3,4
"DOCK1",46,44,44,24,29,39
"MKI67",14,11,14,6,15,5
"MGMT",12,14,9,5,5,4
"MIR4297",7,12,6,4,1,2
"GLRX3",77,87,99,38,57,53
"LINC01164",0,0,0,0,0,0
"PPP2R2D",0,2,2,1,0,2
"C10orf91",2,0,1,3,1,1
"LOC107984282",27,22,22,12,11,13
"INPP5A",6,3,3,2,3,3
"PHYH",21,18,19,11,10,15
"FUOM",20,10,20,10,13,1
"MTG1",43,29,37,21,24,24
"SEPHS1",35,24,25,18,18,7
"FRG2B",0,0,0,0,0,0
"FRG2B",0,0,0,0,0,0
"FRG2B",0,0,0,0,0,0
"FRMD4A",3,0,0,0,0,0
"FAM107B",8,13,11,13,5,8
"FAM107B",17,9,18,10,8,7
"FAM107B",27,27,18,23,17,20
"FAM107B",39,30,23,23,14,27
"FAM107B",34,33,35,22,16,27
"FAM107B",32,17,25,9,9,14
"FAM107B",1,0,0,1,1,1
"FAM107B",0,0,0,0,0,0
"HSPA14",13,8,12,4,7,3
"SUV39H2",5,1,8,4,4,7
"MEIG1",5,8,9,4,6,1
"RPP38",11,7,6,5,11,7
"CUBN",1,0,1,0,0,0
"TRDMT1",2,3,3,0,4,1
"HACD1",20,19,16,28,27,20
"STAM",17,14,16,17,9,8
"CACNB2",8,0,3,4,5,2
"NSUN6",11,10,8,4,5,5
"ARL5B",9,19,21,17,15,16
"ARL5B",18,23,26,21,17,24
"LOC101928834",0,1,1,0,0,0
"MIR6072",0,0,0,0,0,0
"LINC02643",0,0,0,0,0,1
"MIR1915",3,0,5,4,3,2
"MIR1915HG",1,1,1,3,0,2
"SKIDA1",6,3,5,2,4,1
"MLLT10",1,0,1,2,0,0
"DNAJC1",13,4,10,6,11,4
"COMMD3",121,101,110,85,83,67
"BMI1",3,5,4,3,3,5
"SPAG6",2,2,1,2,2,3
"LOC100499489",42,55,33,18,10,12
"PIP4K2A",24,16,7,16,19,14
"MSRB2",12,12,17,7,12,8
"KIAA1217",2,3,3,1,1,0
"THNSL1",4,4,3,1,2,5
"ENKUR",3,0,1,0,0,0
"PDSS1",11,4,5,3,3,5
"ANKRD26",27,17,24,13,17,9
"MASTL",31,17,20,13,10,6
"ACBD5",2,7,3,3,4,3
"WAC",74,52,57,44,38,46
"BAMBI",196,161,167,148,125,143
"C10orf126",3,6,4,0,2,0
"C10orf126",2,4,0,0,0,0
"LYZL1",1,1,1,3,0,0
"LYZL1",1,2,1,2,2,0
"LYZL1",3,2,2,3,0,2
"SVIL",5,3,17,2,6,1
"MAP3K8",6,2,5,3,4,2
"ZNF438",2,1,1,2,2,3
"ZEB1",8,4,7,2,3,3
"ARHGAP12",1,2,0,0,1,1
"ARHGAP12",57,44,50,13,27,31
"ARHGAP12",3,2,2,1,4,1
"KIF5B",264,208,278,144,180,133
"EPC1",20,29,27,11,22,18
"ITGB1",11,9,9,0,8,5
"ITGB1",5,1,0,1,2,1
"ITGB1",7,10,6,4,5,5
"IATPR",26,48,29,20,16,16
"NRP1",23,22,16,10,8,13
"NRP1",9,10,7,2,5,5
"NRP1",33,17,18,17,11,9
"NRP1",36,31,22,15,15,12
"NRP1",0,0,0,0,0,0
"LOC105376360",1,2,0,0,0,1
"LINC00838",0,0,0,1,1,0
"LOC105376360",5,6,7,4,5,2
"LINC00838",3,1,4,1,0,0
"PARD3",6,4,4,5,2,7
"PARD3",95,52,70,56,48,44
"CREM",10,23,12,14,19,17
"FZD8",17,22,15,9,7,4
"FZD8",0,0,0,0,0,0
"PCAT5",0,1,0,0,0,0
"ANKRD30A",0,0,0,0,0,0
"ANKRD30A",0,0,0,0,0,1
"KLF6",2,3,1,1,1,0
"ZNF33A",16,24,16,11,8,5
"LINC02639",3,4,0,6,2,3
"LINC02639",1,1,0,0,0,0
"LINC02639",5,1,0,3,1,1
"ACTR3BP5",0,0,0,0,0,0
"ACTR3BP5",0,0,0,0,0,0
"ACTR3BP5",0,0,0,0,0,0
"LOC441666",0,0,0,0,0,0
"LOC441666",0,0,0,0,0,1
"LOC441666",0,0,0,0,0,0
"LOC441666",0,1,1,3,0,0
"LOC441666",11,2,6,12,1,5
"LOC441666",2,0,3,1,1,1
"LOC441666",0,0,0,0,0,0
"LOC441666",1,6,4,1,1,0
"LOC441666",2,0,3,0,0,0
"LOC441666",0,1,0,1,0,1
"LOC441666",2,1,0,1,1,1
"LOC441666",1,2,1,0,0,0
"LOC441666",0,0,3,2,0,0
"LOC441666",0,0,1,1,0,0
"LOC441666",0,0,0,1,0,0
"LOC441666",2,1,3,6,0,2
"LOC441666",1,0,2,1,0,0
"LOC441666",3,0,0,2,0,0
"LOC441666",0,0,1,1,1,1
"LOC441666",0,0,0,0,0,0
"LOC441666",0,0,0,0,0,0
"LOC441666",0,1,0,0,0,0
"LOC441666",0,0,1,1,0,0
"ZNF33B",17,10,11,9,8,3
"BMS1",2,6,5,10,6,0
"HNRNPF",30,36,16,11,15,11
"HNRNPF",15,10,13,6,10,6
"SNORD3J",10,8,4,4,1,6
"ZNF487",3,2,5,0,1,3
"ZNF32",12,9,7,1,6,2
"C10orf142",2,0,0,0,2,0
"TMEM72-AS1",6,5,3,3,7,6
"NCOA4",27,29,31,54,44,31
"NCOA4",2,4,1,1,2,2
"LINC00705",3,4,2,1,1,1
"MANCR",0,0,0,0,0,0
"MANCR",0,0,0,0,0,0
"AKR1C1",0,0,1,0,2,0
"ASAH2",11,11,13,22,18,14
"ASAH2",15,18,17,25,25,30
"SGMS1-AS1",5,2,2,1,7,6
"AKR1C3",1,3,2,0,2,0
"A1CF",109,127,102,136,91,147
"AKR1C8P",1,0,0,0,2,1
"CSTF2T",6,1,3,2,0,5
"DKK1",154,175,182,74,69,84
"DKK1",0,2,0,3,3,4
"LNCAROD",2,3,4,0,2,0
"LNCAROD",3,7,4,2,0,1
"LNCAROD",1,3,5,3,2,2
"MBL2",0,0,1,2,1,0
"ZWINT",25,17,17,7,13,16
"TASOR2",20,14,22,18,17,6
"TASOR2",16,7,12,13,8,7
"MIR3924",0,1,0,0,0,2
"GDI2",6,8,6,4,8,6
"CISD1",32,30,34,35,48,39
